id_compra,data,horario,ano,mes,dia_semana,categoria,preco_unitario,quantidade,frete,valor_total,metodo_pagamento,id_cliente,cidade,uf,regiao,idade,sexo_biologico,cashback,avaliacao_compra
2733,2023-08-13,23:52,2023,8,Sunday,Beleza E Cuidados Pessoais,157.9,3,9.47,483.1700000000001,Boleto,5104,Rio De Janeiro,Rio De Janeiro,Sudeste,64,Feminino,0,9
2730,2023-08-13,23:56,2023,8,Sunday,Eletrônicos,5490.9,5,2196.36,29650.86,PIX,3167,Brasília,Distrito Federal,Centro-Oeste,51,Feminino,0,9
2719,2023-08-13,22:31,2023,8,Sunday,Alimentos E Bebidas,24.9,4,2.99,102.58999999999999,Cartão de Crédito,4728,Rio De Janeiro,Rio De Janeiro,Sudeste,35,Feminino,1,10
2713,2023-08-13,14:39,2023,8,Sunday,Eletrônicos,4771.9,5,0.0,23859.5,PIX,9580,Santo André,São Paulo,Sudeste,31,Feminino,1,7
2726,2023-08-13,20:38,2023,8,Sunday,Beleza E Cuidados Pessoais,72.9,4,14.58,306.18,PIX,8303,Natal,Rio Grande Do Norte,Nordeste,33,Feminino,1,9
2722,2023-08-13,23:44,2023,8,Sunday,Alimentos E Bebidas,9.0,5,0.0,45.0,PIX,2656,São Vicente,São Paulo,Sudeste,34,Masculino,1,9
2716,2023-08-13,23:12,2023,8,Sunday,Beleza E Cuidados Pessoais,17.9,4,0.0,71.6,Boleto,5094,Limeira,São Paulo,Sudeste,57,Masculino,0,9
2725,2023-08-13,23:29,2023,8,Sunday,Beleza E Cuidados Pessoais,47.9,3,7.18,150.88,Cartão de Débito,9238,Fortaleza,Ceará,Nordeste,26,Feminino,0,10
2739,2023-08-13,20:54,2023,8,Sunday,Papelaria E Escritório,43.9,1,2.63,46.53,PIX,8333,Natal,Rio Grande Do Norte,Nordeste,44,Feminino,0,9
2721,2023-08-13,16:28,2023,8,Sunday,Casa E Limpeza,65.9,2,0.0,131.8,PIX,3110,Franca,São Paulo,Sudeste,48,Feminino,0,10
2736,2023-08-13,19:08,2023,8,Sunday,Casa E Limpeza,93.0,4,11.16,383.16,PIX,3187,Belo Horizonte,Minas Gerais,Sudeste,40,Feminino,1,10
2717,2023-08-13,16:45,2023,8,Sunday,Papelaria E Escritório,30.9,1,2.16,33.06,Boleto,9795,Recife,Pernambuco,Nordeste,45,Feminino,0,10
2714,2023-08-13,18:29,2023,8,Sunday,Alimentos E Bebidas,10.9,1,1.09,11.99,Cartão de Crédito,3274,Salvador,Bahia,Nordeste,25,Masculino,1,2
2737,2023-08-13,23:14,2023,8,Sunday,Eletrônicos,6557.9,1,196.74,6754.639999999999,PIX,5739,Porto Alegre,Rio Grande Do Sul,Sul,25,Masculino,0,7
2715,2023-08-13,23:56,2023,8,Sunday,Eletrodomésticos,2374.9,2,427.48,5177.280000000001,PIX,9116,Recife,Pernambuco,Nordeste,32,Feminino,1,9
2718,2023-08-13,17:10,2023,8,Sunday,Alimentos E Bebidas,37.9,4,6.06,157.66,Cartão de Crédito,4389,Belo Horizonte,Minas Gerais,Sudeste,40,Masculino,1,9
2727,2023-08-13,21:01,2023,8,Sunday,Papelaria E Escritório,37.9,1,0.0,37.9,Cartão de Crédito,1134,São Paulo,São Paulo,Sudeste,23,Feminino,1,9
2754,2023-08-15,19:52,2023,8,Tuesday,Alimentos E Bebidas,22.9,5,6.87,121.37,PIX,7088,Fortaleza,Ceará,Nordeste,45,Feminino,0,9
2742,2023-08-15,00:59,2023,8,Tuesday,Beleza E Cuidados Pessoais,244.9,5,85.72,1310.22,Cartão de Crédito,6087,Porto Alegre,Rio Grande Do Sul,Sul,32,Masculino,0,6
2761,2023-08-15,21:06,2023,8,Tuesday,Casa E Limpeza,65.9,3,9.89,207.59000000000003,Cartão de Crédito,6918,Fortaleza,Ceará,Nordeste,40,Feminino,1,8
2762,2023-08-15,17:34,2023,8,Tuesday,Beleza E Cuidados Pessoais,170.9,4,54.69,738.29,Cartão de Crédito,9247,João Pessoa,Paraíba,Nordeste,42,Feminino,0,7
2747,2023-08-15,00:45,2023,8,Tuesday,Eletrônicos,4556.0,3,683.4,14351.4,PIX,9551,João Pessoa,Paraíba,Nordeste,43,Masculino,0,8
2745,2023-08-15,00:47,2023,8,Tuesday,Beleza E Cuidados Pessoais,138.9,1,0.0,138.9,PIX,1415,Mauá,São Paulo,Sudeste,37,Masculino,1,9
2757,2023-08-15,23:43,2023,8,Tuesday,Papelaria E Escritório,8.9,5,0.0,44.5,Cartão de Crédito,5404,Guarulhos,São Paulo,Sudeste,32,Masculino,1,9
2744,2023-08-15,21:56,2023,8,Tuesday,Casa E Limpeza,68.9,4,0.0,275.6,Cartão de Crédito,2266,São Paulo,São Paulo,Sudeste,55,Masculino,0,9
2748,2023-08-15,18:22,2023,8,Tuesday,Alimentos E Bebidas,83.9,2,11.75,179.55,Cartão de Débito,5875,Porto Alegre,Rio Grande Do Sul,Sul,24,Feminino,0,7
2755,2023-08-15,00:25,2023,8,Tuesday,Beleza E Cuidados Pessoais,248.9,3,14.93,761.63,Cartão de Crédito,7076,Cariacica,Espírito Santo,Sudeste,37,Masculino,1,7
2749,2023-08-15,00:57,2023,8,Tuesday,Papelaria E Escritório,25.9,4,8.29,111.88999999999999,Cartão de Crédito,6552,Fortaleza,Ceará,Nordeste,25,Masculino,0,8
2741,2023-08-15,20:49,2023,8,Tuesday,Eletrodomésticos,2396.9,2,95.88,4889.68,Cartão de Débito,1292,Serra,Espírito Santo,Sudeste,18,Masculino,0,10
2751,2023-08-15,22:36,2023,8,Tuesday,Beleza E Cuidados Pessoais,139.9,3,41.97,461.6700000000001,Cartão de Débito,9896,João Pessoa,Paraíba,Nordeste,60,Masculino,0,10
2752,2023-08-15,18:39,2023,8,Tuesday,Beleza E Cuidados Pessoais,142.9,1,0.0,142.9,PIX,7561,Campinas,São Paulo,Sudeste,54,Feminino,0,9
2758,2023-08-15,00:52,2023,8,Tuesday,Alimentos E Bebidas,61.9,4,14.86,262.46,Cartão de Débito,3505,Salvador,Bahia,Nordeste,39,Masculino,1,8
2750,2023-08-15,00:58,2023,8,Tuesday,Ferramentas E Construção,337.9,2,0.0,675.8,PIX,7792,Franca,São Paulo,Sudeste,43,Masculino,0,9
2753,2023-08-15,15:30,2023,8,Tuesday,Casa E Limpeza,177.9,1,12.45,190.35,PIX,4107,Londrina,Paraná,Sul,41,Feminino,0,10
2756,2023-08-15,14:37,2023,8,Tuesday,Beleza E Cuidados Pessoais,212.9,1,19.16,232.06,Cartão de Crédito,2231,Recife,Pernambuco,Nordeste,22,Feminino,0,8
2743,2023-08-15,22:44,2023,8,Tuesday,Ferramentas E Construção,171.9,5,25.78,885.28,PIX,1517,Florianópolis,Santa Catarina,Sul,47,Masculino,0,10
2759,2023-08-15,00:18,2023,8,Tuesday,Eletrodomésticos,1736.9,3,468.96,5679.660000000001,Cartão de Crédito,4340,Jaboatão Dos Guararapes,Pernambuco,Nordeste,41,Feminino,0,9
2760,2023-08-15,21:16,2023,8,Tuesday,Casa E Limpeza,28.9,4,0.0,115.6,Cartão de Débito,4095,Santos,São Paulo,Sudeste,29,Masculino,1,10
2746,2023-08-15,00:19,2023,8,Tuesday,Ferramentas E Construção,271.9,2,21.75,565.55,PIX,3765,Belo Horizonte,Minas Gerais,Sudeste,44,Masculino,0,9
2771,2023-08-16,22:53,2023,8,Wednesday,Casa E Limpeza,104.9,2,12.59,222.39000000000001,Cartão de Crédito,5010,Curitiba,Paraná,Sul,51,Feminino,0,0
2776,2023-08-16,00:47,2023,8,Wednesday,Alimentos E Bebidas,78.9,2,9.47,167.27,PIX,1570,Aparecida De Goiânia,Goiás,Centro-Oeste,45,Masculino,0,9
2774,2023-08-16,22:40,2023,8,Wednesday,Livros,108.9,4,0.0,435.6,PIX,1797,São Paulo,São Paulo,Sudeste,49,Feminino,0,9
2764,2023-08-16,18:37,2023,8,Wednesday,Ferramentas E Construção,237.9,3,21.41,735.11,PIX,8114,Curitiba,Paraná,Sul,32,Feminino,1,8
2765,2023-08-16,21:03,2023,8,Wednesday,Ferramentas E Construção,78.0,4,3.12,315.12,PIX,4255,Montes Claros,Minas Gerais,Sudeste,38,Feminino,0,9
2770,2023-08-16,18:26,2023,8,Wednesday,Casa E Limpeza,181.9,3,0.0,545.7,Cartão de Crédito,8222,São José Dos Campos,São Paulo,Sudeste,41,Feminino,0,9
2767,2023-08-16,00:39,2023,8,Wednesday,Alimentos E Bebidas,50.9,4,8.14,211.74,Cartão de Débito,3566,Belford Roxo,Rio De Janeiro,Sudeste,28,Masculino,1,9
2773,2023-08-16,18:13,2023,8,Wednesday,Alimentos E Bebidas,22.9,1,0.0,22.9,Cartão de Débito,6814,Diadema,São Paulo,Sudeste,29,Masculino,1,7
2778,2023-08-16,00:20,2023,8,Wednesday,Beleza E Cuidados Pessoais,100.9,1,0.0,100.9,Cartão de Débito,1057,São Paulo,São Paulo,Sudeste,23,Masculino,1,9
2772,2023-08-16,22:16,2023,8,Wednesday,Ferramentas E Construção,236.9,4,47.38,994.98,PIX,7030,Campo Grande,Mato Grosso Do Sul,Centro-Oeste,41,Masculino,0,8
2775,2023-08-16,00:34,2023,8,Wednesday,Casa E Limpeza,59.9,3,17.97,197.67,Cartão de Crédito,3029,Salvador,Bahia,Nordeste,30,Feminino,1,8
2769,2023-08-16,21:25,2023,8,Wednesday,Alimentos E Bebidas,35.9,1,1.08,36.98,Cartão de Crédito,2961,Uberlândia,Minas Gerais,Sudeste,37,Masculino,0,9
2768,2023-08-16,18:54,2023,8,Wednesday,Alimentos E Bebidas,57.9,5,11.58,301.08,Cartão de Crédito,5107,Blumenau,Santa Catarina,Sul,43,Feminino,0,7
2777,2023-08-16,21:47,2023,8,Wednesday,Ferramentas E Construção,289.9,5,115.96,1565.46,PIX,3916,Goiânia,Goiás,Centro-Oeste,38,Masculino,1,9
2766,2023-08-16,18:29,2023,8,Wednesday,Alimentos E Bebidas,72.0,3,0.0,216.0,Cartão de Crédito,9403,Mauá,São Paulo,Sudeste,22,Feminino,1,9
2763,2023-08-16,19:07,2023,8,Wednesday,Livros,133.9,5,0.0,669.5,Cartão de Crédito,1701,Piracicaba,São Paulo,Sudeste,33,Feminino,1,7
2781,2023-08-17,23:52,2023,8,Thursday,Ferramentas E Construção,61.9,1,3.1,65.0,Cartão de Crédito,5470,Uberlândia,Minas Gerais,Sudeste,42,Masculino,0,10
2793,2023-08-17,00:16,2023,8,Thursday,Alimentos E Bebidas,41.9,2,1.68,85.48,Cartão de Crédito,9895,São Gonçalo,Rio De Janeiro,Sudeste,26,Masculino,1,9
2794,2023-08-17,14:00,2023,8,Thursday,Alimentos E Bebidas,99.9,2,7.99,207.79000000000002,PIX,8208,Curitiba,Paraná,Sul,37,Masculino,1,9
2784,2023-08-17,22:49,2023,8,Thursday,Alimentos E Bebidas,14.9,3,0.0,44.7,PIX,8174,Campinas,São Paulo,Sudeste,38,Feminino,1,10
2803,2023-08-17,22:53,2023,8,Thursday,Livros,128.9,1,9.02,137.92000000000002,Cartão de Crédito,5536,Fortaleza,Ceará,Nordeste,38,Feminino,1,9
2806,2023-08-17,23:32,2023,8,Thursday,Beleza E Cuidados Pessoais,209.9,2,37.78,457.58000000000004,PIX,6168,Caruaru,Pernambuco,Nordeste,37,Feminino,1,9
2789,2023-08-17,14:18,2023,8,Thursday,Beleza E Cuidados Pessoais,105.9,3,0.0,317.70000000000005,PIX,7338,Campinas,São Paulo,Sudeste,32,Feminino,1,8
2791,2023-08-17,23:54,2023,8,Thursday,Eletrônicos,7965.0,1,716.85,8681.85,PIX,3082,Teresina,Piauí,Nordeste,34,Masculino,1,7
2787,2023-08-17,20:38,2023,8,Thursday,Papelaria E Escritório,6.9,5,0.0,34.5,Boleto,1683,São Paulo,São Paulo,Sudeste,30,Masculino,1,9
2809,2023-08-17,22:40,2023,8,Thursday,Beleza E Cuidados Pessoais,149.9,2,0.0,299.8,PIX,5278,Franca,São Paulo,Sudeste,38,Masculino,1,8
2779,2023-08-17,22:27,2023,8,Thursday,Eletrodomésticos,2412.9,1,24.13,2437.03,Cartão de Crédito,9683,Rio De Janeiro,Rio De Janeiro,Sudeste,40,Feminino,1,9
2799,2023-08-17,14:56,2023,8,Thursday,Beleza E Cuidados Pessoais,149.9,2,32.98,332.78000000000003,PIX,4591,Macapá,Amapá,Norte,35,Masculino,1,10
2792,2023-08-17,14:37,2023,8,Thursday,Casa E Limpeza,142.9,3,17.15,445.85,Cartão de Crédito,4564,Rio De Janeiro,Rio De Janeiro,Sudeste,50,Masculino,0,6
2785,2023-08-17,23:46,2023,8,Thursday,Papelaria E Escritório,3.9,3,0.0,11.7,Cartão de Crédito,1996,Guarulhos,São Paulo,Sudeste,34,Masculino,1,9
2788,2023-08-17,14:36,2023,8,Thursday,Eletrodomésticos,2455.9,5,1227.95,13507.45,Cartão de Crédito,6794,Fortaleza,Ceará,Nordeste,50,Feminino,0,9
2810,2023-08-17,15:17,2023,8,Thursday,Alimentos E Bebidas,5.0,2,0.8,10.8,Cartão de Crédito,3081,Campina Grande,Paraíba,Nordeste,31,Feminino,1,6
2795,2023-08-17,15:18,2023,8,Thursday,Casa E Limpeza,40.9,2,0.0,81.8,Cartão de Crédito,7841,Campinas,São Paulo,Sudeste,34,Masculino,1,7
2780,2023-08-17,18:42,2023,8,Thursday,Casa E Limpeza,54.9,3,0.0,164.7,PIX,1309,São Paulo,São Paulo,Sudeste,36,Masculino,0,9
2802,2023-08-17,23:50,2023,8,Thursday,Eletrodomésticos,1112.9,1,44.52,1157.42,PIX,4986,Goiânia,Goiás,Centro-Oeste,40,Masculino,0,9
2798,2023-08-17,16:29,2023,8,Thursday,Eletrônicos,6974.9,4,1673.98,29573.579999999998,PIX,2957,Brasília,Distrito Federal,Centro-Oeste,38,Masculino,0,5
2797,2023-08-17,18:36,2023,8,Thursday,Eletrodomésticos,1655.9,1,0.0,1655.9,Cartão de Crédito,5121,Campinas,São Paulo,Sudeste,39,Masculino,1,9
2801,2023-08-17,21:55,2023,8,Thursday,Papelaria E Escritório,27.9,1,0.0,27.9,Cartão de Débito,3445,Osasco,São Paulo,Sudeste,27,Masculino,0,9
2805,2023-08-17,17:21,2023,8,Thursday,Eletrodomésticos,1401.9,2,0.0,2803.8,PIX,1435,São Paulo,São Paulo,Sudeste,51,Feminino,0,9
2807,2023-08-17,23:03,2023,8,Thursday,Casa E Limpeza,100.9,1,2.02,102.92,PIX,9945,Rio De Janeiro,Rio De Janeiro,Sudeste,45,Feminino,0,9
2782,2023-08-17,23:54,2023,8,Thursday,Eletrodomésticos,2635.9,4,316.31,10859.91,PIX,8868,Joinville,Santa Catarina,Sul,37,Masculino,1,10
2790,2023-08-17,00:50,2023,8,Thursday,Beleza E Cuidados Pessoais,51.0,1,3.57,54.57,Cartão de Crédito,4709,Brasília,Distrito Federal,Centro-Oeste,55,Feminino,0,10
2808,2023-08-17,23:27,2023,8,Thursday,Eletrônicos,6215.9,4,0.0,24863.6,Cartão de Crédito,2709,São Paulo,São Paulo,Sudeste,38,Masculino,1,9
2796,2023-08-17,23:17,2023,8,Thursday,Casa E Limpeza,128.9,5,25.78,670.28,Cartão de Crédito,4918,Rio De Janeiro,Rio De Janeiro,Sudeste,31,Feminino,0,10
2800,2023-08-17,14:03,2023,8,Thursday,Alimentos E Bebidas,53.9,1,0.0,53.9,PIX,1018,São Paulo,São Paulo,Sudeste,45,Masculino,0,7
2786,2023-08-17,15:19,2023,8,Thursday,Eletrônicos,5544.9,3,332.69,16967.389999999996,PIX,1790,Ribeirão Das Neves,Minas Gerais,Sudeste,40,Feminino,0,9
2783,2023-08-17,18:06,2023,8,Thursday,Beleza E Cuidados Pessoais,196.9,5,49.22,1033.72,PIX,1081,Campos Dos Goytacazes,Rio De Janeiro,Sudeste,37,Masculino,1,10
2804,2023-08-17,21:18,2023,8,Thursday,Ferramentas E Construção,207.9,3,43.66,667.36,Cartão de Crédito,3269,Brasília,Distrito Federal,Centro-Oeste,26,Masculino,1,7
2819,2023-08-18,18:28,2023,8,Friday,Eletrônicos,4554.9,1,409.94,4964.839999999999,Cartão de Crédito,3311,Salvador,Bahia,Nordeste,40,Feminino,1,9
2818,2023-08-18,17:38,2023,8,Friday,Alimentos E Bebidas,43.9,4,10.54,186.14,PIX,5963,Porto Alegre,Rio Grande Do Sul,Sul,44,Feminino,0,10
2822,2023-08-18,21:36,2023,8,Friday,Eletrônicos,4735.0,2,378.8,9848.8,Boleto,7086,Curitiba,Paraná,Sul,62,Masculino,0,10
2815,2023-08-18,19:29,2023,8,Friday,Eletrodomésticos,2527.9,1,0.0,2527.9,Cartão de Crédito,5267,São Paulo,São Paulo,Sudeste,49,Masculino,0,7
2826,2023-08-18,00:08,2023,8,Friday,Eletrônicos,7760.9,5,2328.27,41132.77,Cartão de Crédito,3283,Salvador,Bahia,Nordeste,20,Feminino,0,9
2811,2023-08-18,19:22,2023,8,Friday,Alimentos E Bebidas,66.9,2,0.0,133.8,PIX,5992,Campinas,São Paulo,Sudeste,42,Feminino,0,8
2816,2023-08-18,22:35,2023,8,Friday,Livros,124.9,5,0.0,624.5,PIX,1617,São Paulo,São Paulo,Sudeste,46,Feminino,0,6
2824,2023-08-18,17:06,2023,8,Friday,Alimentos E Bebidas,44.0,4,15.84,191.84,Cartão de Crédito,3219,Salvador,Bahia,Nordeste,26,Masculino,1,10
2812,2023-08-18,00:47,2023,8,Friday,Eletrônicos,5680.0,2,0.0,11360.0,Cartão de Crédito,2322,São Paulo,São Paulo,Sudeste,38,Feminino,1,10
2821,2023-08-18,19:50,2023,8,Friday,Alimentos E Bebidas,11.9,5,5.95,65.45,Cartão de Crédito,6726,Fortaleza,Ceará,Nordeste,18,Masculino,0,9
2817,2023-08-18,18:14,2023,8,Friday,Eletrodomésticos,1767.9,5,265.18,9104.68,PIX,4464,Belo Horizonte,Minas Gerais,Sudeste,36,Masculino,0,8
2828,2023-08-18,21:06,2023,8,Friday,Casa E Limpeza,160.9,5,80.45,884.95,Cartão de Crédito,9859,João Pessoa,Paraíba,Nordeste,31,Masculino,1,8
2825,2023-08-18,23:34,2023,8,Friday,Beleza E Cuidados Pessoais,120.9,1,0.0,120.9,Cartão de Crédito,6733,Diadema,São Paulo,Sudeste,28,Feminino,1,7
2813,2023-08-18,17:59,2023,8,Friday,Alimentos E Bebidas,47.9,2,0.0,95.8,Boleto,6295,Taubaté,São Paulo,Sudeste,67,Masculino,0,8
2827,2023-08-18,21:29,2023,8,Friday,Eletrodomésticos,3228.9,2,452.05,6909.85,Cartão de Crédito,5504,Porto Alegre,Rio Grande Do Sul,Sul,25,Masculino,1,7
2823,2023-08-18,21:41,2023,8,Friday,Beleza E Cuidados Pessoais,87.9,2,15.82,191.62,Cartão de Crédito,8497,Natal,Rio Grande Do Norte,Nordeste,43,Feminino,0,7
2820,2023-08-18,21:26,2023,8,Friday,Papelaria E Escritório,36.9,4,0.0,147.6,Cartão de Crédito,8439,São José Dos Campos,São Paulo,Sudeste,26,Feminino,1,10
2814,2023-08-18,14:00,2023,8,Friday,Alimentos E Bebidas,83.9,4,23.49,359.09000000000003,Cartão de Crédito,8423,Curitiba,Paraná,Sul,56,Masculino,0,10
2848,2023-08-19,21:15,2023,8,Saturday,Casa E Limpeza,176.9,1,7.08,183.98000000000002,PIX,6303,Porto Alegre,Rio Grande Do Sul,Sul,47,Feminino,0,8
2847,2023-08-19,17:26,2023,8,Saturday,Alimentos E Bebidas,52.9,3,11.11,169.81,Cartão de Débito,6283,Porto Alegre,Rio Grande Do Sul,Sul,29,Feminino,1,9
2846,2023-08-19,14:26,2023,8,Saturday,Eletrônicos,6588.9,4,1317.78,27673.379999999997,PIX,8463,Feira De Santana,Bahia,Nordeste,53,Feminino,0,7
2844,2023-08-19,21:37,2023,8,Saturday,Alimentos E Bebidas,83.9,2,0.0,167.8,Boleto,1721,Piracicaba,São Paulo,Sudeste,55,Masculino,0,10
2831,2023-08-19,23:57,2023,8,Saturday,Ferramentas E Construção,349.9,3,0.0,1049.6999999999998,Cartão de Crédito,6403,Santo André,São Paulo,Sudeste,46,Feminino,0,4
2842,2023-08-19,19:17,2023,8,Saturday,Casa E Limpeza,11.9,1,0.83,12.73,Cartão de Crédito,4078,Petrolina,Pernambuco,Nordeste,44,Masculino,0,9
2839,2023-08-19,00:40,2023,8,Saturday,Ferramentas E Construção,101.9,1,4.08,105.98,Cartão de Crédito,3756,Campo Grande,Mato Grosso Do Sul,Centro-Oeste,47,Masculino,0,9
2845,2023-08-19,21:21,2023,8,Saturday,Ferramentas E Construção,149.9,1,11.99,161.89000000000001,PIX,2430,Salvador,Bahia,Nordeste,31,Feminino,1,7
2834,2023-08-19,23:57,2023,8,Saturday,Alimentos E Bebidas,4.9,2,0.98,10.780000000000001,Boleto,6458,Fortaleza,Ceará,Nordeste,51,Feminino,0,9
2833,2023-08-19,22:36,2023,8,Saturday,Eletrodomésticos,3455.9,1,0.0,3455.9,Cartão de Débito,1623,São Paulo,São Paulo,Sudeste,51,Masculino,0,9
2838,2023-08-19,17:27,2023,8,Saturday,Alimentos E Bebidas,15.9,4,3.18,66.78,Cartão de Débito,5821,Porto Alegre,Rio Grande Do Sul,Sul,21,Masculino,0,9
2836,2023-08-19,22:48,2023,8,Saturday,Casa E Limpeza,27.9,3,7.53,91.22999999999999,PIX,7503,Rio Branco,Acre,Norte,34,Feminino,0,7
2830,2023-08-19,23:41,2023,8,Saturday,Papelaria E Escritório,29.9,2,4.19,63.989999999999995,Cartão de Crédito,1612,Macapá,Amapá,Norte,39,Masculino,0,9
2849,2023-08-19,22:28,2023,8,Saturday,Casa E Limpeza,20.9,5,9.4,113.9,Cartão de Débito,4351,Santarém,Pará,Norte,24,Feminino,1,9
2841,2023-08-19,22:32,2023,8,Saturday,Casa E Limpeza,89.9,5,0.0,449.5,PIX,1377,São Paulo,São Paulo,Sudeste,35,Feminino,1,9
2843,2023-08-19,21:02,2023,8,Saturday,Alimentos E Bebidas,64.9,1,1.95,66.85000000000001,Cartão de Crédito,5912,Porto Alegre,Rio Grande Do Sul,Sul,39,Masculino,1,10
2835,2023-08-19,18:34,2023,8,Saturday,Eletrônicos,5529.9,4,1769.57,23889.17,Cartão de Crédito,3251,Salvador,Bahia,Nordeste,33,Feminino,1,10
2840,2023-08-19,23:40,2023,8,Saturday,Beleza E Cuidados Pessoais,36.0,2,5.76,77.76,Cartão de Crédito,3800,São Luís,Maranhão,Nordeste,36,Feminino,1,10
2832,2023-08-19,16:42,2023,8,Saturday,Eletrodomésticos,1816.0,5,817.2,9897.2,PIX,9752,João Pessoa,Paraíba,Nordeste,38,Feminino,1,8
2829,2023-08-19,23:29,2023,8,Saturday,Eletrodomésticos,875.0,3,78.75,2703.75,Cartão de Crédito,1442,Uberlândia,Minas Gerais,Sudeste,28,Feminino,1,9
2837,2023-08-19,22:36,2023,8,Saturday,Alimentos E Bebidas,11.9,4,3.33,50.93,Cartão de Crédito,7460,Porto Velho,Rondônia,Norte,47,Masculino,0,8
2850,2023-08-19,23:52,2023,8,Saturday,Alimentos E Bebidas,67.9,1,0.0,67.9,Cartão de Crédito,7437,Campinas,São Paulo,Sudeste,41,Feminino,0,10
2868,2023-08-20,14:27,2023,8,Sunday,Ferramentas E Construção,54.9,1,0.0,54.9,Cartão de Crédito,7378,Campinas,São Paulo,Sudeste,22,Masculino,1,9
2867,2023-08-20,18:57,2023,8,Sunday,Papelaria E Escritório,8.9,2,0.71,18.51,Cartão de Crédito,5046,Rio De Janeiro,Rio De Janeiro,Sudeste,28,Masculino,1,9
2855,2023-08-20,18:53,2023,8,Sunday,Papelaria E Escritório,18.0,4,6.48,78.48,Cartão de Crédito,5675,Manaus,Amazonas,Norte,29,Masculino,1,9
2860,2023-08-20,17:17,2023,8,Sunday,Eletrodomésticos,354.9,5,195.2,1969.7,PIX,2657,Ananindeua,Pará,Norte,41,Feminino,0,3
2858,2023-08-20,18:09,2023,8,Sunday,Eletrônicos,7119.0,3,0.0,21357.0,Cartão de Crédito,2259,São José Dos Campos,São Paulo,Sudeste,48,Feminino,0,9
2864,2023-08-20,22:25,2023,8,Sunday,Beleza E Cuidados Pessoais,32.9,4,6.58,138.18,Cartão de Crédito,4864,Rio De Janeiro,Rio De Janeiro,Sudeste,43,Feminino,0,9
2863,2023-08-20,00:47,2023,8,Sunday,Eletrodomésticos,1969.9,5,0.0,9849.5,Cartão de Crédito,1601,São Paulo,São Paulo,Sudeste,25,Masculino,0,10
2853,2023-08-20,21:24,2023,8,Sunday,Casa E Limpeza,159.9,3,14.39,494.09000000000003,PIX,6212,Porto Alegre,Rio Grande Do Sul,Sul,34,Masculino,1,7
2852,2023-08-20,23:12,2023,8,Sunday,Eletrônicos,5932.9,5,2966.45,32630.95,Cartão de Crédito,2218,Jaboatão Dos Guararapes,Pernambuco,Nordeste,54,Feminino,0,4
2870,2023-08-20,23:36,2023,8,Sunday,Eletrodomésticos,3124.9,4,624.98,13124.58,PIX,4648,Rio De Janeiro,Rio De Janeiro,Sudeste,36,Masculino,1,8
2862,2023-08-20,18:38,2023,8,Sunday,Casa E Limpeza,70.9,1,2.13,73.03,PIX,6667,Rio De Janeiro,Rio De Janeiro,Sudeste,34,Masculino,1,10
2851,2023-08-20,18:52,2023,8,Sunday,Livros,70.9,1,0.71,71.61,Cartão de Crédito,1245,Uberaba,Minas Gerais,Sudeste,45,Masculino,0,9
2859,2023-08-20,17:34,2023,8,Sunday,Alimentos E Bebidas,41.9,4,10.06,177.66,Cartão de Crédito,8357,Natal,Rio Grande Do Norte,Nordeste,29,Masculino,0,10
2865,2023-08-20,22:04,2023,8,Sunday,Livros,111.9,3,6.71,342.41,Boleto,4442,Belo Horizonte,Minas Gerais,Sudeste,58,Feminino,0,8
2856,2023-08-20,00:53,2023,8,Sunday,Papelaria E Escritório,43.9,5,17.56,237.06,Cartão de Crédito,4932,João Pessoa,Paraíba,Nordeste,20,Feminino,1,8
2861,2023-08-20,23:00,2023,8,Sunday,Casa E Limpeza,187.9,5,84.56,1024.06,Cartão de Crédito,5082,Vitória Da Conquista,Bahia,Nordeste,38,Feminino,1,5
2866,2023-08-20,21:45,2023,8,Sunday,Casa E Limpeza,152.9,1,7.64,160.54,Cartão de Crédito,9166,Cuiabá,Mato Grosso,Centro-Oeste,35,Masculino,0,9
2854,2023-08-20,15:43,2023,8,Sunday,Livros,131.9,4,15.83,543.4300000000001,Cartão de Crédito,6372,Belo Horizonte,Minas Gerais,Sudeste,25,Masculino,1,10
2857,2023-08-20,23:06,2023,8,Sunday,Ferramentas E Construção,239.0,4,0.0,956.0,Boleto,2320,Carapicuíba,São Paulo,Sudeste,55,Masculino,0,7
2869,2023-08-20,23:08,2023,8,Sunday,Ferramentas E Construção,179.9,5,9.0,908.5,Boleto,9011,Rio De Janeiro,Rio De Janeiro,Sudeste,58,Masculino,0,8
2887,2023-08-22,00:09,2023,8,Tuesday,Ferramentas E Construção,67.9,4,13.58,285.18,Cartão de Crédito,8372,Natal,Rio Grande Do Norte,Nordeste,45,Masculino,0,7
2882,2023-08-22,23:41,2023,8,Tuesday,Eletrodomésticos,1633.9,2,0.0,3267.8,Cartão de Crédito,2770,Mogi Das Cruzes,São Paulo,Sudeste,32,Masculino,0,9
2891,2023-08-22,17:39,2023,8,Tuesday,Alimentos E Bebidas,35.9,1,2.87,38.769999999999996,Cartão de Crédito,6848,Fortaleza,Ceará,Nordeste,47,Feminino,0,9
2871,2023-08-22,18:33,2023,8,Tuesday,Ferramentas E Construção,350.0,4,84.0,1484.0,Boleto,3240,Brasília,Distrito Federal,Centro-Oeste,44,Feminino,0,10
